objectid,parentid,filename,title,creator,description,date,archival date,subject,latitude,longitude,source,donor,identifier,rights,standardized rights,item_type,format original,type,format,display_template,object_location,image_small,image_thumb
b4-newsarticles-067,,b4-NewsArticles-067.pdf,Universities must play a larger role in wilderness research,"Hendee, John C.",Article discussing the university's role in wilderness research and programs.,,,,46.72868972,-117.0118655,,,b4-NewsArticles-067,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,article,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b4-NewsArticles-067.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b4-newsarticles-067_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b4-newsarticles-067_th.jpg
b4-correspondence-215,,b4-Correspondence-215.pdf,University of Idaho General News,University of Idaho,Wilderness center has year of unprecedented growth.,1976-04-15,15 April 1976,"wilderness act;College of Forestry, Wildlife and Range Sciences",,,University of Idaho,,b4-Correspondence-215,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,news article,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b4-Correspondence-215.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b4-correspondence-215_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b4-correspondence-215_th.jpg
b3-twrs_positionreports-081,,b3-TWRS_PositionReports-081.pdf,University of Idaho General News Broadcast,University of Idaho,Wilderness Center has year of unprecedented growth,1976-04-15,15 April 1976,"Taylor Ranch College of Forestry, Wildlife and Range Sciences",,,,,b3-TWRS_PositionReports-081,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b3-TWRS_PositionReports-081.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b3-twrs_positionreports-081_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b3-twrs_positionreports-081_th.jpg
b06-wildernessinstitutesandareas14,,b06-WildernessInstitutesAndAreas14.pdf,University of Idaho Memo: Sawtooth Primitive Area Hearing,"Erickson, Albert W.;Hamre, Vern",Correspondence about Wilderness Surveys in the Sawtooth Primitive Area.,1971-04-16,16 April 1971,ecology; land use,,,,Taylor Ranch,b06-WildernessInstitutesAndAreas14,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b06-WildernessInstitutesAndAreas14.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b06-wildernessinstitutesandareas14_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b06-wildernessinstitutesandareas14_th.jpg
twrs203,,DSC_0348.JPG,University of Idaho Snowshoes (1912),,University of Idaho Snowshoes,2021,2021,,45.102402,-114.850242,,,DSC_0348,,,artifacts,photographs,Image;StillImage,image/jpeg,multiple,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0348.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0348_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0348_th.jpg
twrs204,twrs203,DSC_0349.JPG,University of Idaho Snowshoes (1913),,University of Idaho Snowshoes,2021,2021,,45.102402,-114.850242,,,DSC_0349,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0349.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0349_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0349_th.jpg
b4-historicalaccounts-021,,b4-HistoricalAccounts-021.pdf,University of Idaho Wilderness Ecology Brochure,University of Idaho,Brochure describing the University of Idaho Wilderness Ecology program study areas and course offerings,1976,1976,UI Wilderness Ecology Program; Selway-Bitterroot Wilderness,46.01625615,-114.3696698,University of Idaho,,b4-HistoricalAccounts-021,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b4-HistoricalAccounts-021.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b4-historicalaccounts-021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b4-historicalaccounts-021_th.jpg
b3-twrs_positionreports-080,,b3-TWRS_PositionReports-080.pdf,University of Idaho Wilderness Research Center,University of Idaho,"Statement of Purpose, Research, Education, and Specific Activities of the Center",1976,1976,Wilderness research paper,,,,,b3-TWRS_PositionReports-080,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b3-TWRS_PositionReports-080.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b3-twrs_positionreports-080_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b3-twrs_positionreports-080_th.jpg
b3-twrs_positionreports-090,,b3-TWRS_PositionReports-090.pdf,University of Idaho Wilderness Research Center First Annual Report,taylor wilderness research station,"Annual report on the objectives, research, organization, and activities of the Wilderness Research Center in 1975.",1976,1976,annual reports; research paper; ,,,,,b3-TWRS_PositionReports-090,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b3-TWRS_PositionReports-090.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b3-twrs_positionreports-090_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b3-twrs_positionreports-090_th.jpg
twrs404,,LANDKARD__1999_Sheepeater.pdf,University of Idaho's Taylor Ranch and its relationship to Frank Church River of No Return Wilderness,"Lankford, A.",Research Report,1999,1999,Taylor Ranch Frank Church River of No Return archaeology; sheepeater; Big Creek; mining,,,,,"LANDKARD, 1999 Sheepeater",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/LANDKARD__1999_Sheepeater.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/landkard__1999_sheepeater_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/landkard__1999_sheepeater_th.jpg
twrs615,,Taylor_Ranch_-_Wilderness_Workshop_2008.pdf,University of Idaho's Taylor Wilderness Research Station Wilderness Research Workshop 2008,Author Unkown,Presentation,2008,2008,Tukudika;Tukudika; Taylor Ranch fire; research paper,,,,,Taylor Ranch - Wilderness Workshop 2008,,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Taylor_Ranch_-_Wilderness_Workshop_2008.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/taylor_ranch_-_wilderness_workshop_2008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/taylor_ranch_-_wilderness_workshop_2008_th.jpg
twrs012,,DSC_0129.JPG,Unsurveyed map of Taylor Ranch,,Unsurveyed map of Taylor Ranch,1923,1923,,45.103059,-114.850558,,,DSC_0129,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0129.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0129_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0129_th.jpg
twrs148,,DSC_0282.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1920)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0282,,,artifacts,photographs,Image;StillImage,image/jpeg,multiple,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0282.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0282_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0282_th.jpg
twrs149,twrs148,DSC_0283.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1921)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0283,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0283.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0283_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0283_th.jpg
twrs150,twrs148,DSC_0284.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1922)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0284,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0284.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0284_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0284_th.jpg
twrs151,twrs148,DSC_0285.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1923)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0285,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0285.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0285_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0285_th.jpg
twrs152,twrs148,DSC_0286.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1924)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0286,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0286.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0286_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0286_th.jpg
twrs153,twrs148,DSC_0287.JPG,"US Army Signal Corps field telephone set, TA-264/PT (1925)",,"US Army Signal Corps field telephone set, TA-264/PT",2021,2021,Telephone,45.102402,-114.850242,,,DSC_0287,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0287.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0287_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0287_th.jpg
b06-wildernessinstitutesandareas08,,b06-WildernessInstitutesAndAreas08.pdf,USDA Forest Service Letter regarding The Big Mallard Creek and Upper Bargamin Creek Units,"Daniels, Orville L.",A letter informing of the need for mineralogical surveys of the Idaho primitive Area,1973-02-27,27 February 1973,ecology; land use,,,,Taylor Ranch,b06-WildernessInstitutesAndAreas08,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b06-WildernessInstitutesAndAreas08.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b06-wildernessinstitutesandareas08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b06-wildernessinstitutesandareas08_th.jpg
b06-wildernessinstitutesandareas20,,b06-WildernessInstitutesAndAreas20.pdf,USDA Forest Service Letter Regarding the White Cloud-Boulder-Pioneer Mountains Comprehensive Land Use Planning Study,"Fournier, E. A.",An interim update on the ongoing White Cloud-Boulder-Pioneer Mountains Comprehensive Land USe Planning Survey.,1971-06-02,2 June 1971,ecology; land use,,,,Taylor Ranch,b06-WildernessInstitutesAndAreas20,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b06-WildernessInstitutesAndAreas20.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b06-wildernessinstitutesandareas20_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b06-wildernessinstitutesandareas20_th.jpg
