objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
showcase-your-talent_05,showcase-your-talent_05.jpg,Showcase your talent [05],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_05_th.jpg,
showcase-your-talent_06,showcase-your-talent_06.jpg,Showcase your talent [06],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_06.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_06_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_06_th.jpg,
bsu-reel_01,bsu-reel_01.mp4,"Black Student Union Instagram Reel ""One""",Blaire Hess,The video is an introduction to what the Black Student Union is about. The video highlights a few events that have been put on by BSU students throughout the 2022-2023 academic year. This includes students that stay after the bi-weekly meetings to film short videos to be uploaded to the BSU social media platforms.,2023-03,,Black Student Union,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://youtu.be/dzQauSDCC6s,https://img.youtube.com/vi/dzQauSDCC6s/hqdefault.jpg,https://img.youtube.com/vi/dzQauSDCC6s/hqdefault.jpg,
bsu-reel_02,bsu-reel_02.mp4,"Black Student Union Instagram Reel ""Two""",Blaire Hess,"The video begins by describing what the Black Student Union is about and what it stands for. It highlights a few events from the year 2023 such as the Soul Food Sunday that is hosted by BSU-UI or BSU-WSU. The event included soul food, games, and different activities for the students. ",2023-03,,Black Student Union,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://www.youtube.com/watch?v=SsNbUC8dtC8,https://img.youtube.com/vi/SsNbUC8dtC8/hqdefault.jpg,https://img.youtube.com/vi/SsNbUC8dtC8/hqdefault.jpg,SsNbUC8dtC8
bsu-reel_03,bsu-reel_03.mp4,"Black Student Union Instagram Reel ""Three"" ",Blaire Hess,One of the BSU students Blaire does a voice over describing what the BSU stands for on campus. She combined a few videos from different events throughout the year and put them all together. In one of the videos she highlights the podcast that came out during Black History Month. The podcast featured a few BSU students and these students were asked tough questions by their livestream audience.,2023-03,,Black Student Union,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://www.youtube.com/watch?v=VKvLlEUKgHE,https://img.youtube.com/vi/VKvLlEUKgHE/hqdefault.jpg,https://img.youtube.com/vi/VKvLlEUKgHE/hqdefault.jpg,VKvLlEUKgHE
bsu-reel_04,bsu-reel_04.mp4,Black Student Union Tiktok Video,Blaire Hess,"The Black Student Union at the University of Idaho is a place where black students are supported to succeed. The Black African American Cultural Center provides a safe space for any student. Also, to support and gather students, the BSU hosts events such as Black Elevated Voices Panel in order to speak and discuss difficult racial questions. ",2023-03,,Black Student Union,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://www.youtube.com/watch?v=0Dg53X228fk,https://img.youtube.com/vi/0Dg53X228fk/hqdefault.jpg,https://img.youtube.com/vi/0Dg53X228fk/hqdefault.jpg,0Dg53X228fk
bhl-presentation,bhl-presentation.mp4,BHL Presentation,Tori Stevenson,"Video titled, ""The Importance of Black Cultural Centers, Student Unions, and Faculty Organizations in Higher Education.""",2022-03-11,,Black Cultural Center,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://youtu.be/-xXtRqxIwN4,https://img.youtube.com/vi/-xXtRqxIwN4/hqdefault.jpg,https://img.youtube.com/vi/-xXtRqxIwN4/hqdefault.jpg,-xXtRqxIwN4
obalemba,obalemba.jpg,Dr. Onesmo Balemba,,Photo of Dr. Onesmo Balemba who came to the University of Idaho WWAMI in 2008.,,,WWAMI;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/obalemba.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/obalemba_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/obalemba_th.jpg,
lynda-freeman,lynda-freeman.jpg,Dr. Lynda Freeman,,"Photo of Dr. Lynda Freeman, Idaho WWAMI's first Black female full-time faculty. ",,,WWAMI;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/lynda-freeman.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/lynda-freeman_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/lynda-freeman_th.jpg,
ucm-bhrl-vid,,The Black History Lab video,University Communications and Marketing,Video made by U of I's Office of Communications and Marketing for the Black History Research lab.,2023-04,,Black History Research Lab,,,,video,video/avi,Image;MovingImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,video,https://www.youtube.com/watch?v=-hZztmsRxsA,https://www.lib.uidaho.edu/blackhistory/objects/small/ucm-bhrl-vid_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/ucm-bhrl-vid_th.jpg,
aman_mcLeod,aman_mcLeod.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
dorah_mtui,dorah_mtui.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
hassel_morrison,hassel_morrison.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
jessica_samuels,jessica_samuels.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
kodjotse_afatchao,kodjotse_afatchao.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
lynda_freeman,lynda_freeman.csv,,,,,,,,,,interview,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,transcript,,,,
